StateName,Fips,Year,Month,total_number_hpa,datetime,total_number_hpa_seasonality
Tennessee,47,2015,11,3432,2015-11-01,3765.1974206349205
Arkansas,5,2015,11,414,2015-11-01,569.3655753968253
Louisiana,22,2015,11,957,2015-11-01,1141.1875
Oklahoma,40,2015,11,804,2015-11-01,924.8308531746031
Texas,48,2015,11,13240,2015-11-01,15105.928075396825
Arizona,4,2015,11,2129,2015-11-01,2756.141865079365
Colorado,8,2015,11,2498,2015-11-01,2784.4771825396824
Idaho,16,2015,11,742,2015-11-01,868.125
Montana,30,2015,11,223,2015-11-01,270.9556051587302
Nevada,32,2015,11,1143,2015-11-01,1371.7614087301588
New Mexico,35,2015,11,273,2015-11-01,334.76959325396825
Utah,49,2015,11,1789,2015-11-01,1785.9161706349207
Wyoming,56,2015,11,123,2015-11-01,135.6612103174603
Alaska,2,2015,11,79,2015-11-01,119.86557539682539
California,6,2015,11,8553,2015-11-01,9399.720238095239
Hawaii,15,2015,11,192,2015-11-01,283.93055555555554
Oregon,41,2015,11,1371,2015-11-01,1589.7093253968253
Washington,53,2015,11,2871,2015-11-01,3223.958333333333
Connecticut,9,2015,12,509,2015-12-01,553.280753968254
Maine,23,2015,12,272,2015-12-01,369.6664186507936
Massachusetts,25,2015,12,1407,2015-12-01,1260.7693452380952
New Hampshire,33,2015,12,243,2015-12-01,301.84375
Rhode Island,44,2015,12,76,2015-12-01,45.97420634920634
Vermont,50,2015,12,152,2015-12-01,193.9608134920635
New Jersey,34,2015,12,3026,2015-12-01,2973.706101190476
New York,36,2015,12,9181,2015-12-01,8912.674603174602
Pennsylvania,42,2015,12,1850,2015-12-01,2033.7921626984128
Illinois,17,2015,12,1287,2015-12-01,1713.9007936507937
Indiana,18,2015,12,1353,2015-12-01,1787.4317956349207
Michigan,26,2015,12,1347,2015-12-01,1917.392609126984
Ohio,39,2015,12,1410,2015-12-01,1937.296626984127
Wisconsin,55,2015,12,953,2015-12-01,1479.688244047619
Iowa,19,2015,12,630,2015-12-01,948.5324900793651
Kansas,20,2015,12,481,2015-12-01,632.483878968254
Minnesota,27,2015,12,781,2015-12-01,1125.828621031746
Missouri,29,2015,12,1883,2015-12-01,2113.5562996031745
Nebraska,31,2015,12,618,2015-12-01,776.5411706349206
North Dakota,38,2015,12,94,2015-12-01,291.02232142857144
South Dakota,46,2015,12,171,2015-12-01,339.5062003968254
Delaware,10,2015,12,475,2015-12-01,498.9114583333333
District of Columbia,11,2015,12,71,2015-12-01,109.71850198412699
Florida,12,2015,12,10545,2015-12-01,11243.67857142857
Georgia,13,2015,12,3247,2015-12-01,3924.547867063492
Maryland,24,2015,12,1101,2015-12-01,1174.626736111111
North Carolina,37,2015,12,4364,2015-12-01,5005.3764880952385
South Carolina,45,2015,12,2143,2015-12-01,2483.0148809523807
Virginia,51,2015,12,2235,2015-12-01,2640.9947916666665
West Virginia,54,2015,12,162,2015-12-01,210.4779265873016
Alabama,1,2015,12,1249,2015-12-01,1355.1639384920636
Kentucky,21,2015,12,754,2015-12-01,983.7800099206349
Mississippi,28,2015,12,507,2015-12-01,694.2755456349206
Tennessee,47,2015,12,2706,2015-12-01,3034.8640873015875
Arkansas,5,2015,12,493,2015-12-01,562.8953373015873
Louisiana,22,2015,12,1297,2015-12-01,1339.607142857143
Oklahoma,40,2015,12,1050,2015-12-01,1191.592757936508
Texas,48,2015,12,14515,2015-12-01,15666.559027777777
Arizona,4,2015,12,2727,2015-12-01,2881.308531746032
Colorado,8,2015,12,2979,2015-12-01,3169.5694444444443
Idaho,16,2015,12,508,2015-12-01,764.6755952380952
Montana,30,2015,12,422,2015-12-01,514.3663194444445
Nevada,32,2015,12,1066,2015-12-01,1273.0649801587301
New Mexico,35,2015,12,368,2015-12-01,472.156498015873
Utah,49,2015,12,1167,2015-12-01,1521.2375992063492
Wyoming,56,2015,12,116,2015-12-01,183.63740079365078
Alaska,2,2015,12,95,2015-12-01,138.67509920634922
California,6,2015,12,8114,2015-12-01,7634.428571428572
Hawaii,15,2015,12,680,2015-12-01,680.7132936507936
Oregon,41,2015,12,1352,2015-12-01,1586.3015873015872
Washington,53,2015,12,2601,2015-12-01,3117.5446428571427
Connecticut,9,2016,1,154,2016-01-01,295.7450396825397
Maine,23,2016,1,178,2016-01-01,313.1783234126984
Massachusetts,25,2016,1,749,2016-01-01,943.3229166666667
New Hampshire,33,2016,1,166,2016-01-01,237.73660714285717
Rhode Island,44,2016,1,58,2016-01-01,84.15277777777779
Vermont,50,2016,1,70,2016-01-01,146.9905753968254
New Jersey,34,2016,1,1262,2016-01-01,1661.548363095238
New York,36,2016,1,1079,2016-01-01,1926.496031746032
Pennsylvania,42,2016,1,1306,2016-01-01,1793.3814484126983
Illinois,17,2016,1,1824,2016-01-01,2421.1388888888887
Indiana,18,2016,1,999,2016-01-01,1554.6788194444443
Michigan,26,2016,1,1237,2016-01-01,1864.1693948412699
Ohio,39,2016,1,990,2016-01-01,1550.4454365079366
Wisconsin,55,2016,1,966,2016-01-01,1642.563244047619
Iowa,19,2016,1,690,2016-01-01,1170.3182043650793
Kansas,20,2016,1,276,2016-01-01,470.3023313492064
Minnesota,27,2016,1,754,2016-01-01,1402.6024305555557
Missouri,29,2016,1,1052,2016-01-01,1422.157490079365
Nebraska,31,2016,1,399,2016-01-01,655.0768849206348
North Dakota,38,2016,1,165,2016-01-01,498.40625000000006
South Dakota,46,2016,1,267,2016-01-01,410.7889384920635
Delaware,10,2016,1,389,2016-01-01,436.9174107142857
District of Columbia,11,2016,1,50,2016-01-01,112.35243055555557
Florida,12,2016,1,7938,2016-01-01,8085.303571428572
Georgia,13,2016,1,3509,2016-01-01,3839.1907242063494
Maryland,24,2016,1,1056,2016-01-01,1302.483878968254
North Carolina,37,2016,1,2979,2016-01-01,3438.403273809524
South Carolina,45,2016,1,1947,2016-01-01,2078.0386904761904
Virginia,51,2016,1,2257,2016-01-01,2492.2805059523807
West Virginia,54,2016,1,138,2016-01-01,183.468998015873
Alabama,1,2016,1,1221,2016-01-01,1264.952628968254
Kentucky,21,2016,1,753,2016-01-01,924.7800099206349
Mississippi,28,2016,1,475,2016-01-01,551.0047123015873
Tennessee,47,2016,1,2892,2016-01-01,3168.1081349206347
Arkansas,5,2016,1,615,2016-01-01,684.0977182539683
Louisiana,22,2016,1,1089,2016-01-01,1261.4940476190477
Oklahoma,40,2016,1,1035,2016-01-01,1111.6165674603176
Texas,48,2016,1,11879,2016-01-01,12826.419146825398
Arizona,4,2016,1,2773,2016-01-01,3106.8025793650795
Colorado,8,2016,1,2149,2016-01-01,2606.920634920635
Idaho,16,2016,1,709,2016-01-01,968.4345238095239
Montana,30,2016,1,160,2016-01-01,279.1103670634921
Nevada,32,2016,1,1213,2016-01-01,1590.9756944444443
New Mexico,35,2016,1,481,2016-01-01,534.5850694444445
Utah,49,2016,1,1268,2016-01-01,1642.0024801587301
Wyoming,56,2016,1,93,2016-01-01,176.4469246031746
Alaska,2,2016,1,90,2016-01-01,140.41021825396825
California,6,2016,1,6962,2016-01-01,8339.276785714286
Hawaii,15,2016,1,173,2016-01-01,196.05257936507937
Oregon,41,2016,1,1233,2016-01-01,1409.7718253968253
Washington,53,2016,1,2609,2016-01-01,3183.6011904761904
Connecticut,9,2016,2,421,2016-02-01,568.6646825396825
Maine,23,2016,2,192,2016-02-01,326.02951388888886
Massachusetts,25,2016,2,868,2016-02-01,1167.296130952381
New Hampshire,33,2016,2,115,2016-02-01,198.54910714285714
Rhode Island,44,2016,2,49,2016-02-01,86.83730158730157
Vermont,50,2016,2,50,2016-02-01,82.75248015873017
New Jersey,34,2016,2,2410,2016-02-01,2844.9412202380954
New York,36,2016,2,1690,2016-02-01,3053.3263888888887
Pennsylvania,42,2016,2,1530,2016-02-01,2096.99751984127
Illinois,17,2016,2,1136,2016-02-01,1680.2311507936506
Indiana,18,2016,2,1136,2016-02-01,1584.7621527777778
Michigan,26,2016,2,1322,2016-02-01,1901.219990079365
Ohio,39,2016,2,1181,2016-02-01,1777.749007936508
Wisconsin,55,2016,2,768,2016-02-01,1362.3519345238096
Iowa,19,2016,2,460,2016-02-01,926.4253472222222
Kansas,20,2016,2,556,2016-02-01,749.9273313492063
Minnesota,27,2016,2,1076,2016-02-01,1762.879216269841
Missouri,29,2016,2,873,2016-02-01,1213.8033234126983
Nebraska,31,2016,2,483,2016-02-01,670.4905753968254
North Dakota,38,2016,2,175,2016-02-01,442.64732142857144
South Dakota,46,2016,2,486,2016-02-01,645.3097718253969
Delaware,10,2016,2,502,2016-02-01,558.7745535714286
District of Columbia,11,2016,2,30,2016-02-01,42.343501984126995
Florida,12,2016,2,9453,2016-02-01,9562.136904761905
Georgia,13,2016,2,4828,2016-02-01,4888.461557539683
Maryland,24,2016,2,1090,2016-02-01,1346.9481646825398
North Carolina,37,2016,2,3847,2016-02-01,4114.754464285715
South Carolina,45,2016,2,2116,2016-02-01,2246.7678571428573
Virginia,51,2016,2,1466,2016-02-01,1645.3072916666665
West Virginia,54,2016,2,123,2016-02-01,166.218998015873
Alabama,1,2016,2,1031,2016-02-01,1135.4645337301588
Kentucky,21,2016,2,773,2016-02-01,933.047867063492
Mississippi,28,2016,2,579,2016-02-01,643.8529265873016
Tennessee,47,2016,2,3677,2016-02-01,3929.3521825396824
Arkansas,5,2016,2,935,2016-02-01,957.7762896825398
Louisiana,22,2016,2,1089,2016-02-01,1166.5119047619048
Oklahoma,40,2016,2,1027,2016-02-01,1075.9499007936508
Texas,48,2016,2,12591,2016-02-01,13563.98759920635
Arizona,4,2016,2,2387,2016-02-01,2528.0376984126983
Colorado,8,2016,2,2349,2016-02-01,2645.1944444444443
Idaho,16,2016,2,809,2016-02-01,979.110119047619
Montana,30,2016,2,180,2016-02-01,294.8097718253968
Nevada,32,2016,2,2098,2016-02-01,2159.0828373015875
New Mexico,35,2016,2,379,2016-02-01,421.44816468253964
Utah,49,2016,2,1359,2016-02-01,1650.4786706349207
Wyoming,56,2016,2,89,2016-02-01,127.83978174603175
Alaska,2,2016,2,107,2016-02-01,138.32390873015873
California,6,2016,2,8684,2016-02-01,9413.357142857143
Hawaii,15,2016,2,264,2016-02-01,235.74900793650795
Oregon,41,2016,2,1258,2016-02-01,1370.953373015873
Washington,53,2016,2,2380,2016-02-01,2879.4910714285716
Connecticut,9,2016,3,576,2016-03-01,581.140873015873
Maine,23,2016,3,280,2016-03-01,314.20510912698415
Massachusetts,25,2016,3,1021,2016-03-01,1064.8467261904761
New Hampshire,33,2016,3,252,2016-03-01,297.7455357142857
Rhode Island,44,2016,3,94,2016-03-01,89.58432539682539
Vermont,50,2016,3,125,2016-03-01,110.79117063492063
New Jersey,34,2016,3,2099,2016-03-01,2187.0215773809523
New York,36,2016,3,1871,2016-03-01,2233.933531746032
Pennsylvania,42,2016,3,1649,2016-03-01,1623.545138888889
Illinois,17,2016,3,2386,2016-03-01,2379.2609126984125
Indiana,18,2016,3,1569,2016-03-01,1497.1817956349207
Michigan,26,2016,3,1691,2016-03-01,1884.8062996031747
Ohio,39,2016,3,1833,2016-03-01,1885.406746031746
Wisconsin,55,2016,3,1272,2016-03-01,1441.1019345238096
Iowa,19,2016,3,1155,2016-03-01,1142.264632936508
Kansas,20,2016,3,784,2016-03-01,749.6981646825396
Minnesota,27,2016,3,1357,2016-03-01,1517.7274305555557
Missouri,29,2016,3,1968,2016-03-01,1806.4908234126983
Nebraska,31,2016,3,650,2016-03-01,680.5233134920635
North Dakota,38,2016,3,362,2016-03-01,478.8794642857143
South Dakota,46,2016,3,373,2016-03-01,364.09250992063494
Delaware,10,2016,3,489,2016-03-01,479.1049107142857
District of Columbia,11,2016,3,617,2016-03-01,637.6232638888889
Florida,12,2016,3,9292,2016-03-01,8670.875
Georgia,13,2016,3,4439,2016-03-01,3932.922867063492
Maryland,24,2016,3,1359,2016-03-01,1212.8053075396824
North Carolina,37,2016,3,4663,2016-03-01,4317.456845238095
South Carolina,45,2016,3,2751,2016-03-01,2535.9464285714284
Virginia,51,2016,3,2812,2016-03-01,2500.2269345238096
West Virginia,54,2016,3,248,2016-03-01,226.56423611111111
Alabama,1,2016,3,1261,2016-03-01,1179.5091765873017
Kentucky,21,2016,3,1159,2016-03-01,1089.1966765873017
Mississippi,28,2016,3,596,2016-03-01,470.27554563492066
Tennessee,47,2016,3,3832,2016-03-01,3416.402777777778
Arkansas,5,2016,3,646,2016-03-01,588.859623015873
Louisiana,22,2016,3,1286,2016-03-01,1191.8511904761904
Oklahoma,40,2016,3,972,2016-03-01,856.9826388888889
Texas,48,2016,3,14376,2016-03-01,13427.380456349207
Arizona,4,2016,3,2553,2016-03-01,2270.433531746032
Colorado,8,2016,3,2742,2016-03-01,2486.1498015873017
Idaho,16,2016,3,917,2016-03-01,873.1934523809524
Montana,30,2016,3,252,2016-03-01,262.0597718253968
Nevada,32,2016,3,1310,2016-03-01,1156.1512896825398
New Mexico,35,2016,3,381,2016-03-01,311.68030753968253
Utah,49,2016,3,1813,2016-03-01,1791.767361111111
Wyoming,56,2016,3,138,2016-03-01,136.3814484126984
Alaska,2,2016,3,125,2016-03-01,143.08283730158732
California,6,2016,3,7634,2016-03-01,7011.946428571428
Hawaii,15,2016,3,207,2016-03-01,240.1329365079365
Oregon,41,2016,3,1851,2016-03-01,1805.1914682539682
Washington,53,2016,3,3629,2016-03-01,3496.1696428571427
Connecticut,9,2016,4,380,2016-04-01,399.94444444444446
Maine,23,2016,4,457,2016-04-01,428.9670138888889
Massachusetts,25,2016,4,1138,2016-04-01,1215.9151785714284
New Hampshire,33,2016,4,339,2016-04-01,339.9419642857143
Rhode Island,44,2016,4,74,2016-04-01,82.94146825396825
Vermont,50,2016,4,142,2016-04-01,136.99652777777777
New Jersey,34,2016,4,2211,2016-04-01,2279.715029761905
New York,36,2016,4,2039,2016-04-01,2065.719246031746
Pennsylvania,42,2016,4,1712,2016-04-01,1492.720734126984
Illinois,17,2016,4,1311,2016-04-01,1052.109126984127
Indiana,18,2016,4,1635,2016-04-01,1429.544890873016
Michigan,26,2016,4,2552,2016-04-01,2426.2229662698414
Ohio,39,2016,4,2289,2016-04-01,2098.6686507936506
Wisconsin,55,2016,4,1523,2016-04-01,1284.295386904762
Iowa,19,2016,4,1349,2016-04-01,1169.205109126984
Kansas,20,2016,4,1239,2016-04-01,1097.9243551587301
Minnesota,27,2016,4,1855,2016-04-01,1903.4268353174602
Missouri,29,2016,4,2049,2016-04-01,1938.8152281746031
Nebraska,31,2016,4,1008,2016-04-01,873.5977182539682
North Dakota,38,2016,4,476,2016-04-01,419.3883928571429
South Dakota,46,2016,4,596,2016-04-01,455.88417658730157
Delaware,10,2016,4,573,2016-04-01,547.9114583333334
District of Columbia,11,2016,4,25,2016-04-01,183.4387400793651
Florida,12,2016,4,9428,2016-04-01,8780.520833333334
Georgia,13,2016,4,4382,2016-04-01,4219.878224206349
Maryland,24,2016,4,1352,2016-04-01,1328.6981646825398
North Carolina,37,2016,4,5037,2016-04-01,4924.066964285715
South Carolina,45,2016,4,2783,2016-04-01,2595.3303571428573
Virginia,51,2016,4,2997,2016-04-01,2791.497767857143
West Virginia,54,2016,4,252,2016-04-01,225.7576884920635
Alabama,1,2016,4,1447,2016-04-01,1360.7264384920636
Kentucky,21,2016,4,966,2016-04-01,880.1192956349206
Mississippi,28,2016,4,705,2016-04-01,622.3142361111111
Tennessee,47,2016,4,3347,2016-04-01,3321.813492063492
Arkansas,5,2016,4,801,2016-04-01,782.4578373015873
Louisiana,22,2016,4,1121,2016-04-01,1035.1190476190477
Oklahoma,40,2016,4,1125,2016-04-01,1074.562996031746
Texas,48,2016,4,12426,2016-04-01,11442.148313492064
Arizona,4,2016,4,2577,2016-04-01,2285.2996031746034
Colorado,8,2016,4,3035,2016-04-01,2886.762896825397
Idaho,16,2016,4,1049,2016-04-01,954.5892857142858
Montana,30,2016,4,338,2016-04-01,316.63715277777777
Nevada,32,2016,4,1552,2016-04-01,1538.9965277777778
New Mexico,35,2016,4,403,2016-04-01,379.608878968254
Utah,49,2016,4,1860,2016-04-01,1808.1750992063492
Wyoming,56,2016,4,171,2016-04-01,146.18799603174602
Alaska,2,2016,4,156,2016-04-01,123.17807539682539
California,6,2016,4,7925,2016-04-01,7562.7202380952385
Hawaii,15,2016,4,309,2016-04-01,346.4871031746032
Oregon,41,2016,4,1529,2016-04-01,1488.6587301587301
Washington,53,2016,4,3643,2016-04-01,3468.1309523809523
Connecticut,9,2016,5,368,2016-05-01,338.3640873015873
Maine,23,2016,5,443,2016-05-01,361.21999007936506
Massachusetts,25,2016,5,970,2016-05-01,765.8229166666667
New Hampshire,33,2016,5,370,2016-05-01,324.21875
Rhode Island,44,2016,5,113,2016-05-01,101.45932539682539
Vermont,50,2016,5,256,2016-05-01,224.80009920634922
New Jersey,34,2016,5,1937,2016-05-01,1637.1316964285716
New York,36,2016,5,2715,2016-05-01,1842.6894841269843
Pennsylvania,42,2016,5,1926,2016-05-01,1689.1284722222224
Illinois,17,2016,5,1964,2016-05-01,1662.064484126984
Indiana,18,2016,5,1728,2016-05-01,1453.6639384920634
Michigan,26,2016,5,2562,2016-05-01,2139.1009424603176
Ohio,39,2016,5,1911,2016-05-01,1599.469246031746
Wisconsin,55,2016,5,1899,2016-05-01,1502.5721726190477
Iowa,19,2016,5,960,2016-05-01,808.624751984127
Kansas,20,2016,5,507,2016-05-01,510.70709325396825
Minnesota,27,2016,5,2065,2016-05-01,1662.3315972222222
Missouri,29,2016,5,2045,2016-05-01,1882.8003472222222
Nebraska,31,2016,5,908,2016-05-01,801.0917658730159
North Dakota,38,2016,5,512,2016-05-01,317.7574404761904
South Dakota,46,2016,5,778,2016-05-01,659.6460813492063
Delaware,10,2016,5,519,2016-05-01,456.7001488095238
District of Columbia,11,2016,5,363,2016-05-01,344.4327876984127
Florida,12,2016,5,8600,2016-05-01,8320.541666666666
Georgia,13,2016,5,4081,2016-05-01,3495.8187003968255
Maryland,24,2016,5,2654,2016-05-01,2340.2576884920636
North Carolina,37,2016,5,4867,2016-05-01,4220.319940476191
South Carolina,45,2016,5,2957,2016-05-01,2583.4523809523807
Virginia,51,2016,5,2675,2016-05-01,2512.4114583333335
West Virginia,54,2016,5,243,2016-05-01,213.20709325396825
Alabama,1,2016,5,1116,2016-05-01,1047.592509920635
Kentucky,21,2016,5,1091,2016-05-01,957.3246527777778
Mississippi,28,2016,5,719,2016-05-01,591.8380456349206
Tennessee,47,2016,5,2909,2016-05-01,2612.1200396825398
Arkansas,5,2016,5,969,2016-05-01,883.4459325396825
Louisiana,22,2016,5,1285,2016-05-01,1159.5059523809525
Oklahoma,40,2016,5,1162,2016-05-01,979.4737103174604
Texas,48,2016,5,14641,2016-05-01,13521.40128968254
Arizona,4,2016,5,3503,2016-05-01,3087.1180555555557
Colorado,8,2016,5,3539,2016-05-01,3415.8968253968255
Idaho,16,2016,5,1374,2016-05-01,1141.267857142857
Montana,30,2016,5,379,2016-05-01,337.577628968254
Nevada,32,2016,5,2059,2016-05-01,1819.1750992063492
New Mexico,35,2016,5,433,2016-05-01,360.14161706349205
Utah,49,2016,5,2056,2016-05-01,1861.6304563492063
Wyoming,56,2016,5,232,2016-05-01,181.93204365079367
Alaska,2,2016,5,177,2016-05-01,107.7733134920635
California,6,2016,5,10242,2016-05-01,9195.797619047618
Hawaii,15,2016,5,233,2016-05-01,218.2668650793651
Oregon,41,2016,5,1830,2016-05-01,1637.0545634920634
Washington,53,2016,5,3831,2016-05-01,3429.589285714286
Connecticut,9,2016,6,504,2016-06-01,351.64980158730157
Maine,23,2016,6,473,2016-06-01,353.32415674603175
Massachusetts,25,2016,6,1479,2016-06-01,1156.171130952381
New Hampshire,33,2016,6,364,2016-06-01,284.16815476190476
Rhode Island,44,2016,6,83,2016-06-01,74.38789682539682
Vermont,50,2016,6,247,2016-06-01,208.37748015873018
New Jersey,34,2016,6,2248,2016-06-01,1707.6197916666667
New York,36,2016,6,4503,2016-06-01,1649.9811507936502
Pennsylvania,42,2016,6,2436,2016-06-01,2005.8189484126983
Illinois,17,2016,6,1516,2016-06-01,1285.8978174603176
Indiana,18,2016,6,1544,2016-06-01,1210.7442956349207
Michigan,26,2016,6,2853,2016-06-01,2527.4074900793653
Ohio,39,2016,6,2229,2016-06-01,1970.9930555555557
Wisconsin,55,2016,6,2022,2016-06-01,1759.9501488095239
Iowa,19,2016,6,1201,2016-06-01,1007.5592757936508
Kansas,20,2016,6,732,2016-06-01,688.4481646825396
Minnesota,27,2016,6,2168,2016-06-01,1890.3881448412699
Missouri,29,2016,6,1659,2016-06-01,1475.8539186507937
Nebraska,31,2016,6,617,2016-06-01,517.2911706349206
North Dakota,38,2016,6,381,2016-06-01,238.44791666666666
South Dakota,46,2016,6,625,2016-06-01,564.8008432539682
Delaware,10,2016,6,440,2016-06-01,410.6078869047619
District of Columbia,11,2016,6,927,2016-06-01,901.8137400793651
Florida,12,2016,6,9728,2016-06-01,9182.997023809525
Georgia,13,2016,6,5473,2016-06-01,5062.208581349207
Maryland,24,2016,6,1590,2016-06-01,1320.171378968254
North Carolina,37,2016,6,5210,2016-06-01,4866.739583333333
South Carolina,45,2016,6,3093,2016-06-01,2926.25
Virginia,51,2016,6,2608,2016-06-01,2270.3757440476193
West Virginia,54,2016,6,284,2016-06-01,251.27554563492063
Alabama,1,2016,6,1653,2016-06-01,1488.9407242063492
Kentucky,21,2016,6,1459,2016-06-01,1255.1788194444443
Mississippi,28,2016,6,643,2016-06-01,511.6505456349206
Tennessee,47,2016,6,2816,2016-06-01,2647.0188492063494
Arkansas,5,2016,6,951,2016-06-01,849.1750992063492
Louisiana,22,2016,6,1618,2016-06-01,1511.7410714285716
Oklahoma,40,2016,6,1206,2016-06-01,1148.485615079365
Texas,48,2016,6,15477,2016-06-01,14009.389384920636
Arizona,4,2016,6,4711,2016-06-01,4200.103174603175
Colorado,8,2016,6,3013,2016-06-01,2596.8700396825398
Idaho,16,2016,6,1031,2016-06-01,878.1547619047619
Montana,30,2016,6,362,2016-06-01,274.82167658730157
Nevada,32,2016,6,1528,2016-06-01,1165.2465277777778
New Mexico,35,2016,6,462,2016-06-01,378.2785218253968
Utah,49,2016,6,2328,2016-06-01,2015.5858134920636
Wyoming,56,2016,6,176,2016-06-01,122.63442460317461
Alaska,2,2016,6,137,2016-06-01,98.29712301587301
California,6,2016,6,8987,2016-06-01,7403.2172619047615
Hawaii,15,2016,6,776,2016-06-01,684.9335317460318
Oregon,41,2016,6,1271,2016-06-01,1225.1021825396826
Washington,53,2016,6,4552,2016-06-01,4192.2827380952385
Connecticut,9,2016,7,285,2016-07-01,235.3670634920635
Maine,23,2016,7,471,2016-07-01,409.03546626984127
Massachusetts,25,2016,7,1330,2016-07-01,1230.578869047619
New Hampshire,33,2016,7,259,2016-07-01,212.24255952380952
Rhode Island,44,2016,7,71,2016-07-01,76.56944444444446
Vermont,50,2016,7,128,2016-07-01,105.58878968253968
New Jersey,34,2016,7,1588,2016-07-01,1560.658482142857
New York,36,2016,7,2941,2016-07-01,2866.409722222222
Pennsylvania,42,2016,7,1363,2016-07-01,1189.5243055555557
Illinois,17,2016,7,2188,2016-07-01,2080.9573412698414
Indiana,18,2016,7,1664,2016-07-01,1510.8365575396826
Michigan,26,2016,7,2892,2016-07-01,2607.3330853174602
Ohio,39,2016,7,1822,2016-07-01,1509.3561507936508
Wisconsin,55,2016,7,1329,2016-07-01,901.2864583333333
Iowa,19,2016,7,702,2016-07-01,643.9699900793651
Kansas,20,2016,7,922,2016-07-01,885.3618551587301
Minnesota,27,2016,7,2063,2016-07-01,1735.4476686507935
Missouri,29,2016,7,1522,2016-07-01,1553.9461805555557
Nebraska,31,2016,7,779,2016-07-01,717.6423611111111
North Dakota,38,2016,7,534,2016-07-01,396.3616071428571
South Dakota,46,2016,7,334,2016-07-01,311.7532242063492
Delaware,10,2016,7,420,2016-07-01,392.4561011904762
District of Columbia,11,2016,7,67,2016-07-01,83.03100198412697
Florida,12,2016,7,8950,2016-07-01,8895.860119047618
Georgia,13,2016,7,3690,2016-07-01,3778.8157242063494
Maryland,24,2016,7,1040,2016-07-01,1033.8082837301588
North Carolina,37,2016,7,5922,2016-07-01,5546.834821428572
South Carolina,45,2016,7,2830,2016-07-01,2757.7648809523807
Virginia,51,2016,7,2459,2016-07-01,2112.7805059523807
West Virginia,54,2016,7,254,2016-07-01,217.34102182539684
Alabama,1,2016,7,1024,2016-07-01,989.1073908730159
Kentucky,21,2016,7,926,2016-07-01,859.4258432539683
Mississippi,28,2016,7,563,2016-07-01,529.9481646825396
Tennessee,47,2016,7,2910,2016-07-01,2955.1378968253966
Arkansas,5,2016,7,653,2016-07-01,647.4935515873016
Louisiana,22,2016,7,1040,2016-07-01,1099.0625
Oklahoma,40,2016,7,1072,2016-07-01,1119.6284722222222
Texas,48,2016,7,13977,2016-07-01,13312.704861111111
Arizona,4,2016,7,2440,2016-07-01,2326.1448412698414
Colorado,8,2016,7,2868,2016-07-01,2796.8253968253966
Idaho,16,2016,7,1105,2016-07-01,1005.3005952380952
Montana,30,2016,7,260,2016-07-01,211.74131944444446
Nevada,32,2016,7,1422,2016-07-01,1498.532242063492
New Mexico,35,2016,7,301,2016-07-01,290.81125992063494
Utah,49,2016,7,1700,2016-07-01,1613.5024801587301
Wyoming,56,2016,7,155,2016-07-01,134.77728174603175
Alaska,2,2016,7,121,2016-07-01,110.1750992063492
California,6,2016,7,6063,2016-07-01,6307.392857142857
Hawaii,15,2016,7,273,2016-07-01,360.7013888888889
Oregon,41,2016,7,2128,2016-07-01,1975.373015873016
Washington,53,2016,7,3305,2016-07-01,3197.651785714286
Connecticut,9,2016,8,357,2016-08-01,325.0515873015873
Maine,23,2016,8,391,2016-08-01,336.2557043650794
Massachusetts,25,2016,8,1080,2016-08-01,1144.9151785714287
New Hampshire,33,2016,8,314,2016-08-01,266.39434523809524
Rhode Island,44,2016,8,112,2016-08-01,99.58432539682539
Vermont,50,2016,8,232,2016-08-01,202.97271825396825
New Jersey,34,2016,8,2539,2016-08-01,2406.545386904762
New York,36,2016,8,3289,2016-08-01,3445.0198412698414
Pennsylvania,42,2016,8,1794,2016-08-01,1709.6612103174602
Illinois,17,2016,8,1824,2016-08-01,1585.9037698412699
Indiana,18,2016,8,1917,2016-08-01,1668.7770337301588
Michigan,26,2016,8,2325,2016-08-01,1987.6336805555557
Ohio,39,2016,8,2426,2016-08-01,2034.263888888889
Wisconsin,55,2016,8,1862,2016-08-01,1657.8340773809525
Iowa,19,2016,8,2117,2016-08-01,1930.4878472222222
Kansas,20,2016,8,995,2016-08-01,934.1445932539683
Minnesota,27,2016,8,2795,2016-08-01,2446.9357638888887
Missouri,29,2016,8,1680,2016-08-01,1455.642609126984
Nebraska,31,2016,8,744,2016-08-01,681.4816468253969
North Dakota,38,2016,8,457,2016-08-01,336.1502976190476
South Dakota,46,2016,8,526,2016-08-01,459.46453373015873
Delaware,10,2016,8,560,2016-08-01,520.0721726190476
District of Columbia,11,2016,8,444,2016-08-01,427.77504960317464
Florida,12,2016,8,10623,2016-08-01,10136.9375
Georgia,13,2016,8,3846,2016-08-01,3503.253224206349
Maryland,24,2016,8,1146,2016-08-01,938.3380456349207
North Carolina,37,2016,8,5362,2016-08-01,4857.370535714285
South Carolina,45,2016,8,3028,2016-08-01,2916.375
Virginia,51,2016,8,2971,2016-08-01,2878.343005952381
West Virginia,54,2016,8,213,2016-08-01,167.62673611111111
Alabama,1,2016,8,1208,2016-08-01,1054.857390873016
Kentucky,21,2016,8,1287,2016-08-01,1162.6639384920636
Mississippi,28,2016,8,584,2016-08-01,554.7606646825396
Tennessee,47,2016,8,3078,2016-08-01,2749.253968253968
Arkansas,5,2016,8,1010,2016-08-01,904.8000992063493
