geoName,Home,year
Ohio,64,2016-10-31
Oklahoma,80,2016-10-31
Oregon,82,2016-10-31
Pennsylvania,53,2016-10-31
Rhode Island,51,2016-10-31
South Carolina,91,2016-10-31
South Dakota,66,2016-10-31
Tennessee,69,2016-10-31
Texas,66,2016-10-31
Utah,77,2016-10-31
Vermont,57,2016-10-31
Virginia,70,2016-10-31
Washington,73,2016-10-31
West Virginia,61,2016-10-31
Wisconsin,56,2016-10-31
Wyoming,100,2016-10-31
Alabama,56,2016-11-30
Alaska,80,2016-11-30
Arizona,81,2016-11-30
Arkansas,100,2016-11-30
California,67,2016-11-30
Colorado,63,2016-11-30
Connecticut,59,2016-11-30
Delaware,89,2016-11-30
District of Columbia,52,2016-11-30
Florida,89,2016-11-30
Georgia,71,2016-11-30
Hawaii,49,2016-11-30
Idaho,89,2016-11-30
Illinois,56,2016-11-30
Indiana,65,2016-11-30
Iowa,48,2016-11-30
Kansas,66,2016-11-30
Kentucky,64,2016-11-30
Louisiana,99,2016-11-30
Maine,64,2016-11-30
Maryland,59,2016-11-30
Massachusetts,49,2016-11-30
Michigan,69,2016-11-30
Minnesota,63,2016-11-30
Mississippi,84,2016-11-30
Missouri,65,2016-11-30
Montana,79,2016-11-30
Nebraska,52,2016-11-30
Nevada,73,2016-11-30
New Hampshire,60,2016-11-30
New Jersey,47,2016-11-30
New Mexico,80,2016-11-30
New York,47,2016-11-30
North Carolina,84,2016-11-30
North Dakota,44,2016-11-30
Ohio,60,2016-11-30
Oklahoma,72,2016-11-30
Oregon,72,2016-11-30
Pennsylvania,58,2016-11-30
Rhode Island,38,2016-11-30
South Carolina,87,2016-11-30
South Dakota,43,2016-11-30
Tennessee,71,2016-11-30
Texas,66,2016-11-30
Utah,70,2016-11-30
Vermont,37,2016-11-30
Virginia,68,2016-11-30
Washington,68,2016-11-30
West Virginia,60,2016-11-30
Wisconsin,44,2016-11-30
Wyoming,80,2016-11-30
Alabama,100,2016-12-31
Alaska,48,2016-12-31
Arizona,87,2016-12-31
Arkansas,84,2016-12-31
California,66,2016-12-31
Colorado,74,2016-12-31
Connecticut,55,2016-12-31
Delaware,91,2016-12-31
District of Columbia,43,2016-12-31
Florida,91,2016-12-31
Georgia,84,2016-12-31
Hawaii,40,2016-12-31
Idaho,90,2016-12-31
Illinois,53,2016-12-31
Indiana,51,2016-12-31
Iowa,43,2016-12-31
Kansas,77,2016-12-31
Kentucky,68,2016-12-31
Louisiana,97,2016-12-31
Maine,69,2016-12-31
Maryland,61,2016-12-31
Massachusetts,63,2016-12-31
Michigan,69,2016-12-31
Minnesota,67,2016-12-31
Mississippi,89,2016-12-31
Missouri,74,2016-12-31
Montana,66,2016-12-31
Nebraska,58,2016-12-31
Nevada,80,2016-12-31
New Hampshire,69,2016-12-31
New Jersey,54,2016-12-31
New Mexico,81,2016-12-31
New York,50,2016-12-31
North Carolina,91,2016-12-31
North Dakota,75,2016-12-31
Ohio,64,2016-12-31
Oklahoma,92,2016-12-31
Oregon,76,2016-12-31
Pennsylvania,58,2016-12-31
Rhode Island,51,2016-12-31
South Carolina,91,2016-12-31
South Dakota,69,2016-12-31
Tennessee,81,2016-12-31
Texas,67,2016-12-31
Utah,66,2016-12-31
Vermont,68,2016-12-31
Virginia,61,2016-12-31
Washington,72,2016-12-31
West Virginia,79,2016-12-31
Wisconsin,56,2016-12-31
Wyoming,64,2016-12-31
Alabama,92,2017-01-31
Alaska,59,2017-01-31
Arizona,67,2017-01-31
Arkansas,82,2017-01-31
California,67,2017-01-31
Colorado,78,2017-01-31
Connecticut,49,2017-01-31
Delaware,100,2017-01-31
District of Columbia,44,2017-01-31
Florida,93,2017-01-31
Georgia,81,2017-01-31
Hawaii,48,2017-01-31
Idaho,79,2017-01-31
Illinois,56,2017-01-31
Indiana,62,2017-01-31
Iowa,54,2017-01-31
Kansas,61,2017-01-31
Kentucky,59,2017-01-31
Louisiana,86,2017-01-31
Maine,95,2017-01-31
Maryland,68,2017-01-31
Massachusetts,45,2017-01-31
Michigan,67,2017-01-31
Minnesota,65,2017-01-31
Mississippi,86,2017-01-31
Missouri,78,2017-01-31
Montana,56,2017-01-31
Nebraska,60,2017-01-31
Nevada,58,2017-01-31
New Hampshire,60,2017-01-31
New Jersey,45,2017-01-31
New Mexico,64,2017-01-31
New York,45,2017-01-31
North Carolina,79,2017-01-31
North Dakota,49,2017-01-31
Ohio,59,2017-01-31
Oklahoma,97,2017-01-31
Oregon,88,2017-01-31
Pennsylvania,55,2017-01-31
Rhode Island,34,2017-01-31
South Carolina,91,2017-01-31
South Dakota,56,2017-01-31
Tennessee,76,2017-01-31
Texas,66,2017-01-31
Utah,79,2017-01-31
Vermont,58,2017-01-31
Virginia,59,2017-01-31
Washington,74,2017-01-31
West Virginia,73,2017-01-31
Wisconsin,59,2017-01-31
Wyoming,60,2017-01-31
Alabama,68,2017-02-28
Alaska,57,2017-02-28
Arizona,65,2017-02-28
Arkansas,77,2017-02-28
California,61,2017-02-28
Colorado,73,2017-02-28
Connecticut,64,2017-02-28
Delaware,72,2017-02-28
District of Columbia,46,2017-02-28
Florida,83,2017-02-28
Georgia,73,2017-02-28
Hawaii,50,2017-02-28
Idaho,93,2017-02-28
Illinois,47,2017-02-28
Indiana,53,2017-02-28
Iowa,52,2017-02-28
Kansas,69,2017-02-28
Kentucky,56,2017-02-28
Louisiana,79,2017-02-28
Maine,72,2017-02-28
Maryland,49,2017-02-28
Massachusetts,47,2017-02-28
Michigan,70,2017-02-28
Minnesota,63,2017-02-28
Mississippi,73,2017-02-28
Missouri,76,2017-02-28
Montana,55,2017-02-28
Nebraska,54,2017-02-28
Nevada,56,2017-02-28
New Hampshire,67,2017-02-28
New Jersey,43,2017-02-28
New Mexico,67,2017-02-28
New York,45,2017-02-28
North Carolina,80,2017-02-28
North Dakota,60,2017-02-28
Ohio,56,2017-02-28
Oklahoma,96,2017-02-28
Oregon,100,2017-02-28
Pennsylvania,54,2017-02-28
Rhode Island,54,2017-02-28
South Carolina,86,2017-02-28
South Dakota,41,2017-02-28
Tennessee,80,2017-02-28
Texas,68,2017-02-28
Utah,65,2017-02-28
Vermont,70,2017-02-28
Virginia,54,2017-02-28
Washington,73,2017-02-28
West Virginia,60,2017-02-28
Wisconsin,55,2017-02-28
Wyoming,49,2017-02-28
Alabama,77,2017-03-31
Alaska,32,2017-03-31
Arizona,82,2017-03-31
Arkansas,97,2017-03-31
California,65,2017-03-31
Colorado,76,2017-03-31
Connecticut,58,2017-03-31
Delaware,95,2017-03-31
District of Columbia,49,2017-03-31
Florida,84,2017-03-31
Georgia,84,2017-03-31
Hawaii,53,2017-03-31
Idaho,91,2017-03-31
Illinois,54,2017-03-31
Indiana,55,2017-03-31
Iowa,50,2017-03-31
Kansas,70,2017-03-31
Kentucky,62,2017-03-31
Louisiana,84,2017-03-31
Maine,100,2017-03-31
Maryland,62,2017-03-31
Massachusetts,46,2017-03-31
Michigan,70,2017-03-31
Minnesota,66,2017-03-31
Mississippi,77,2017-03-31
Missouri,72,2017-03-31
Montana,83,2017-03-31
Nebraska,52,2017-03-31
Nevada,66,2017-03-31
New Hampshire,70,2017-03-31
New Jersey,49,2017-03-31
New Mexico,72,2017-03-31
New York,50,2017-03-31
North Carolina,74,2017-03-31
North Dakota,59,2017-03-31
Ohio,57,2017-03-31
Oklahoma,86,2017-03-31
Oregon,77,2017-03-31
Pennsylvania,56,2017-03-31
Rhode Island,49,2017-03-31
South Carolina,83,2017-03-31
South Dakota,44,2017-03-31
Tennessee,68,2017-03-31
Texas,66,2017-03-31
Utah,69,2017-03-31
Vermont,53,2017-03-31
Virginia,64,2017-03-31
Washington,84,2017-03-31
West Virginia,56,2017-03-31
Wisconsin,56,2017-03-31
Wyoming,76,2017-03-31
Alabama,79,2017-04-30
Alaska,34,2017-04-30
Arizona,70,2017-04-30
Arkansas,84,2017-04-30
California,62,2017-04-30
Colorado,79,2017-04-30
Connecticut,47,2017-04-30
Delaware,100,2017-04-30
District of Columbia,52,2017-04-30
Florida,84,2017-04-30
Georgia,85,2017-04-30
Hawaii,31,2017-04-30
Idaho,95,2017-04-30
Illinois,57,2017-04-30
Indiana,64,2017-04-30
Iowa,45,2017-04-30
Kansas,77,2017-04-30
Kentucky,67,2017-04-30
Louisiana,69,2017-04-30
Maine,86,2017-04-30
Maryland,50,2017-04-30
Massachusetts,54,2017-04-30
Michigan,80,2017-04-30
Minnesota,63,2017-04-30
Mississippi,90,2017-04-30
Missouri,73,2017-04-30
Montana,78,2017-04-30
Nebraska,63,2017-04-30
Nevada,62,2017-04-30
New Hampshire,84,2017-04-30
New Jersey,41,2017-04-30
New Mexico,76,2017-04-30
New York,55,2017-04-30
North Carolina,83,2017-04-30
North Dakota,61,2017-04-30
Ohio,63,2017-04-30
Oklahoma,89,2017-04-30
Oregon,81,2017-04-30
Pennsylvania,57,2017-04-30
Rhode Island,45,2017-04-30
South Carolina,87,2017-04-30
South Dakota,91,2017-04-30
Tennessee,74,2017-04-30
Texas,68,2017-04-30
Utah,62,2017-04-30
Vermont,69,2017-04-30
Virginia,64,2017-04-30
Washington,75,2017-04-30
West Virginia,75,2017-04-30
Wisconsin,56,2017-04-30
Wyoming,89,2017-04-30
Alabama,87,2017-05-31
Alaska,67,2017-05-31
Arizona,71,2017-05-31
Arkansas,80,2017-05-31
California,61,2017-05-31
Colorado,76,2017-05-31
Connecticut,54,2017-05-31
Delaware,97,2017-05-31
District of Columbia,40,2017-05-31
Florida,85,2017-05-31
Georgia,81,2017-05-31
Hawaii,44,2017-05-31
Idaho,100,2017-05-31
Illinois,48,2017-05-31
Indiana,57,2017-05-31
Iowa,40,2017-05-31
Kansas,71,2017-05-31
Kentucky,61,2017-05-31
Louisiana,78,2017-05-31
Maine,74,2017-05-31
Maryland,56,2017-05-31
Massachusetts,49,2017-05-31
Michigan,70,2017-05-31
Minnesota,64,2017-05-31
Mississippi,83,2017-05-31
Missouri,70,2017-05-31
Montana,55,2017-05-31
Nebraska,66,2017-05-31
Nevada,64,2017-05-31
New Hampshire,59,2017-05-31
New Jersey,50,2017-05-31
New Mexico,61,2017-05-31
New York,45,2017-05-31
North Carolina,77,2017-05-31
North Dakota,63,2017-05-31
Ohio,60,2017-05-31
Oklahoma,89,2017-05-31
Oregon,74,2017-05-31
Pennsylvania,55,2017-05-31
Rhode Island,41,2017-05-31
South Carolina,96,2017-05-31
South Dakota,38,2017-05-31
Tennessee,72,2017-05-31
Texas,67,2017-05-31
Utah,76,2017-05-31
Vermont,78,2017-05-31
Virginia,58,2017-05-31
Washington,71,2017-05-31
West Virginia,73,2017-05-31
Wisconsin,59,2017-05-31
Wyoming,77,2017-05-31
Alabama,81,2017-06-30
Alaska,49,2017-06-30
Arizona,72,2017-06-30
Arkansas,99,2017-06-30
California,63,2017-06-30
Colorado,65,2017-06-30
Connecticut,44,2017-06-30
Delaware,94,2017-06-30
District of Columbia,38,2017-06-30
Florida,79,2017-06-30
Georgia,72,2017-06-30
Hawaii,35,2017-06-30
Idaho,100,2017-06-30
Illinois,53,2017-06-30
Indiana,62,2017-06-30
Iowa,61,2017-06-30
Kansas,71,2017-06-30
Kentucky,68,2017-06-30
Louisiana,83,2017-06-30
Maine,69,2017-06-30
Maryland,53,2017-06-30
Massachusetts,48,2017-06-30
Michigan,65,2017-06-30
Minnesota,58,2017-06-30
Mississippi,77,2017-06-30
Missouri,69,2017-06-30
Montana,72,2017-06-30
Nebraska,62,2017-06-30
Nevada,52,2017-06-30
New Hampshire,58,2017-06-30
New Jersey,47,2017-06-30
New Mexico,58,2017-06-30
New York,44,2017-06-30
North Carolina,83,2017-06-30
North Dakota,63,2017-06-30
Ohio,61,2017-06-30
Oklahoma,81,2017-06-30
Oregon,58,2017-06-30
Pennsylvania,58,2017-06-30
Rhode Island,45,2017-06-30
South Carolina,84,2017-06-30
South Dakota,45,2017-06-30
Tennessee,69,2017-06-30
Texas,70,2017-06-30
Utah,63,2017-06-30
Vermont,72,2017-06-30
Virginia,63,2017-06-30
Washington,65,2017-06-30
West Virginia,59,2017-06-30
Wisconsin,55,2017-06-30
Wyoming,80,2017-06-30
Alabama,78,2017-07-31
Alaska,45,2017-07-31
Arizona,68,2017-07-31
Arkansas,91,2017-07-31
California,63,2017-07-31
Colorado,67,2017-07-31
Connecticut,64,2017-07-31
Delaware,100,2017-07-31
District of Columbia,45,2017-07-31
Florida,78,2017-07-31
Georgia,82,2017-07-31
Hawaii,31,2017-07-31
Idaho,77,2017-07-31
Illinois,47,2017-07-31
Indiana,62,2017-07-31
Iowa,46,2017-07-31
Kansas,47,2017-07-31
Kentucky,65,2017-07-31
Louisiana,78,2017-07-31
Maine,75,2017-07-31
Maryland,59,2017-07-31
Massachusetts,45,2017-07-31
Michigan,71,2017-07-31
Minnesota,56,2017-07-31
Mississippi,66,2017-07-31
Missouri,62,2017-07-31
Montana,73,2017-07-31
Nebraska,40,2017-07-31
Nevada,65,2017-07-31
New Hampshire,56,2017-07-31
New Jersey,52,2017-07-31
New Mexico,65,2017-07-31
New York,45,2017-07-31
North Carolina,75,2017-07-31
North Dakota,50,2017-07-31
Ohio,56,2017-07-31
Oklahoma,75,2017-07-31
Oregon,71,2017-07-31
Pennsylvania,49,2017-07-31
Rhode Island,41,2017-07-31
South Carolina,77,2017-07-31
South Dakota,50,2017-07-31
Tennessee,74,2017-07-31
Texas,61,2017-07-31
Utah,67,2017-07-31
Vermont,48,2017-07-31
Virginia,59,2017-07-31
Washington,72,2017-07-31
West Virginia,58,2017-07-31
Wisconsin,57,2017-07-31
Wyoming,43,2017-07-31
Alabama,61,2017-08-31
Alaska,68,2017-08-31
Arizona,79,2017-08-31
Arkansas,94,2017-08-31
California,69,2017-08-31
Colorado,71,2017-08-31
Connecticut,47,2017-08-31
Delaware,93,2017-08-31
District of Columbia,43,2017-08-31
Florida,86,2017-08-31
Georgia,75,2017-08-31
Hawaii,43,2017-08-31
Idaho,87,2017-08-31
Illinois,53,2017-08-31
Indiana,66,2017-08-31
Iowa,48,2017-08-31
Kansas,60,2017-08-31
Kentucky,57,2017-08-31
Louisiana,77,2017-08-31
Maine,51,2017-08-31
Maryland,58,2017-08-31
Massachusetts,46,2017-08-31
Michigan,75,2017-08-31
Minnesota,66,2017-08-31
Mississippi,65,2017-08-31
Missouri,65,2017-08-31
Montana,67,2017-08-31
Nebraska,49,2017-08-31
Nevada,59,2017-08-31
New Hampshire,65,2017-08-31
New Jersey,44,2017-08-31
New Mexico,79,2017-08-31
New York,48,2017-08-31
North Carolina,83,2017-08-31
North Dakota,62,2017-08-31
Ohio,58,2017-08-31
Oklahoma,77,2017-08-31
Oregon,85,2017-08-31
Pennsylvania,55,2017-08-31
Rhode Island,62,2017-08-31
South Carolina,77,2017-08-31
South Dakota,31,2017-08-31
Tennessee,71,2017-08-31
Texas,70,2017-08-31
Utah,68,2017-08-31
Vermont,45,2017-08-31
Virginia,51,2017-08-31
Washington,75,2017-08-31
West Virginia,64,2017-08-31
Wisconsin,55,2017-08-31
Wyoming,100,2017-08-31
Alabama,85,2017-09-30
Alaska,47,2017-09-30
Arizona,73,2017-09-30
Arkansas,69,2017-09-30
California,66,2017-09-30
Colorado,83,2017-09-30
Connecticut,49,2017-09-30
Delaware,88,2017-09-30
District of Columbia,41,2017-09-30
Florida,90,2017-09-30
Georgia,84,2017-09-30
Hawaii,44,2017-09-30
Idaho,69,2017-09-30
Illinois,54,2017-09-30
Indiana,57,2017-09-30
Iowa,51,2017-09-30
Kansas,54,2017-09-30
Kentucky,62,2017-09-30
Louisiana,92,2017-09-30
Maine,87,2017-09-30
Maryland,65,2017-09-30
Massachusetts,49,2017-09-30
Michigan,67,2017-09-30
Minnesota,65,2017-09-30
Mississippi,59,2017-09-30
Missouri,70,2017-09-30
Montana,71,2017-09-30
Nebraska,69,2017-09-30
Nevada,76,2017-09-30
New Hampshire,60,2017-09-30
New Jersey,54,2017-09-30
New Mexico,92,2017-09-30
New York,52,2017-09-30
North Carolina,83,2017-09-30
North Dakota,62,2017-09-30
Ohio,68,2017-09-30
Oklahoma,91,2017-09-30
Oregon,92,2017-09-30
Pennsylvania,55,2017-09-30
Rhode Island,64,2017-09-30
South Carolina,88,2017-09-30
South Dakota,40,2017-09-30
Tennessee,81,2017-09-30
Texas,69,2017-09-30
Utah,69,2017-09-30
Vermont,32,2017-09-30
Virginia,64,2017-09-30
Washington,74,2017-09-30
West Virginia,81,2017-09-30
Wisconsin,64,2017-09-30
Wyoming,100,2017-09-30
Alabama,80,2017-10-31
Alaska,32,2017-10-31
Arizona,87,2017-10-31
Arkansas,81,2017-10-31
California,70,2017-10-31
Colorado,84,2017-10-31
Connecticut,58,2017-10-31
Delaware,73,2017-10-31
District of Columbia,45,2017-10-31
Florida,100,2017-10-31
Georgia,83,2017-10-31
Hawaii,43,2017-10-31
Idaho,67,2017-10-31
Illinois,57,2017-10-31
Indiana,64,2017-10-31
Iowa,43,2017-10-31
Kansas,81,2017-10-31
Kentucky,84,2017-10-31
Louisiana,92,2017-10-31
Maine,75,2017-10-31
Maryland,77,2017-10-31
Massachusetts,59,2017-10-31
Michigan,79,2017-10-31
Minnesota,63,2017-10-31
Mississippi,87,2017-10-31
Missouri,65,2017-10-31
Montana,52,2017-10-31
Nebraska,66,2017-10-31
Nevada,69,2017-10-31
New Hampshire,69,2017-10-31
New Jersey,52,2017-10-31
New Mexico,66,2017-10-31
New York,51,2017-10-31
North Carolina,90,2017-10-31
North Dakota,37,2017-10-31
Ohio,62,2017-10-31
Oklahoma,81,2017-10-31
Oregon,82,2017-10-31
Pennsylvania,60,2017-10-31
Rhode Island,55,2017-10-31
South Carolina,83,2017-10-31
South Dakota,49,2017-10-31
Tennessee,80,2017-10-31
Texas,70,2017-10-31
Utah,66,2017-10-31
Vermont,67,2017-10-31
Virginia,67,2017-10-31
Washington,73,2017-10-31
West Virginia,59,2017-10-31
Wisconsin,57,2017-10-31
Wyoming,48,2017-10-31
Alabama,94,2017-11-30
Alaska,69,2017-11-30
Arizona,94,2017-11-30
Arkansas,95,2017-11-30
California,78,2017-11-30
Colorado,83,2017-11-30
Connecticut,51,2017-11-30
Delaware,85,2017-11-30
District of Columbia,55,2017-11-30
Florida,90,2017-11-30
Georgia,100,2017-11-30
Hawaii,55,2017-11-30
Idaho,75,2017-11-30
Illinois,66,2017-11-30
Indiana,67,2017-11-30
Iowa,50,2017-11-30
Kansas,78,2017-11-30
Kentucky,73,2017-11-30
Louisiana,78,2017-11-30
Maine,77,2017-11-30
Maryland,55,2017-11-30
Massachusetts,56,2017-11-30
Michigan,90,2017-11-30
Minnesota,74,2017-11-30
Mississippi,79,2017-11-30
Missouri,82,2017-11-30
Montana,57,2017-11-30
Nebraska,71,2017-11-30
Nevada,91,2017-11-30
New Hampshire,62,2017-11-30
New Jersey,52,2017-11-30
New Mexico,82,2017-11-30
New York,56,2017-11-30
North Carolina,99,2017-11-30
North Dakota,55,2017-11-30
Ohio,68,2017-11-30
Oklahoma,91,2017-11-30
Oregon,92,2017-11-30
Pennsylvania,59,2017-11-30
Rhode Island,35,2017-11-30
South Carolina,97,2017-11-30
South Dakota,43,2017-11-30
Tennessee,89,2017-11-30
Texas,80,2017-11-30
Utah,79,2017-11-30
Vermont,68,2017-11-30
Virginia,70,2017-11-30
Washington,77,2017-11-30
West Virginia,89,2017-11-30
Wisconsin,63,2017-11-30
Wyoming,82,2017-11-30
Alabama,78,2017-12-31
Alaska,62,2017-12-31
Arizona,87,2017-12-31
Arkansas,74,2017-12-31
California,62,2017-12-31
Colorado,71,2017-12-31
Connecticut,49,2017-12-31
Delaware,94,2017-12-31
District of Columbia,55,2017-12-31
Florida,82,2017-12-31
Georgia,80,2017-12-31
Hawaii,34,2017-12-31
Idaho,100,2017-12-31
Illinois,50,2017-12-31
Indiana,55,2017-12-31
Iowa,44,2017-12-31
Kansas,50,2017-12-31
Kentucky,60,2017-12-31
Louisiana,81,2017-12-31
Maine,65,2017-12-31
Maryland,59,2017-12-31
Massachusetts,47,2017-12-31
Michigan,60,2017-12-31
Minnesota,59,2017-12-31
Mississippi,81,2017-12-31
Missouri,58,2017-12-31
Montana,61,2017-12-31
Nebraska,59,2017-12-31
Nevada,61,2017-12-31
New Hampshire,41,2017-12-31
New Jersey,41,2017-12-31
New Mexico,68,2017-12-31
New York,45,2017-12-31
North Carolina,68,2017-12-31
North Dakota,40,2017-12-31
Ohio,62,2017-12-31
Oklahoma,71,2017-12-31
Oregon,84,2017-12-31
Pennsylvania,52,2017-12-31
Rhode Island,45,2017-12-31
South Carolina,83,2017-12-31
South Dakota,51,2017-12-31
Tennessee,66,2017-12-31
Texas,64,2017-12-31
Utah,68,2017-12-31
Vermont,53,2017-12-31
Virginia,55,2017-12-31
Washington,72,2017-12-31
West Virginia,64,2017-12-31
Wisconsin,52,2017-12-31
Wyoming,60,2017-12-31
Alabama,83,2018-01-31
Alaska,33,2018-01-31
Arizona,80,2018-01-31
Arkansas,71,2018-01-31
California,59,2018-01-31
Colorado,57,2018-01-31
Connecticut,51,2018-01-31
Delaware,90,2018-01-31
District of Columbia,55,2018-01-31
Florida,86,2018-01-31
Georgia,80,2018-01-31
Hawaii,50,2018-01-31
Idaho,95,2018-01-31
Illinois,46,2018-01-31
Indiana,53,2018-01-31
Iowa,53,2018-01-31
Kansas,56,2018-01-31
Kentucky,47,2018-01-31
Louisiana,85,2018-01-31
Maine,73,2018-01-31
Maryland,55,2018-01-31
Massachusetts,43,2018-01-31
Michigan,73,2018-01-31
Minnesota,48,2018-01-31
Mississippi,85,2018-01-31
Missouri,66,2018-01-31
Montana,36,2018-01-31
Nebraska,62,2018-01-31
Nevada,69,2018-01-31
New Hampshire,56,2018-01-31
New Jersey,47,2018-01-31
New Mexico,87,2018-01-31
New York,44,2018-01-31
North Carolina,74,2018-01-31
North Dakota,28,2018-01-31
Ohio,50,2018-01-31
Oklahoma,67,2018-01-31
Oregon,71,2018-01-31
Pennsylvania,44,2018-01-31
Rhode Island,33,2018-01-31
South Carolina,77,2018-01-31
South Dakota,51,2018-01-31
Tennessee,78,2018-01-31
Texas,62,2018-01-31
Utah,61,2018-01-31
Vermont,49,2018-01-31
Virginia,55,2018-01-31
Washington,75,2018-01-31
West Virginia,58,2018-01-31
Wisconsin,57,2018-01-31
Wyoming,100,2018-01-31
Alabama,81,2018-02-28
Alaska,27,2018-02-28
Arizona,83,2018-02-28
Arkansas,80,2018-02-28
California,67,2018-02-28
Colorado,75,2018-02-28
Connecticut,51,2018-02-28
Delaware,100,2018-02-28
District of Columbia,46,2018-02-28
Florida,90,2018-02-28
Georgia,79,2018-02-28
Hawaii,42,2018-02-28
Idaho,85,2018-02-28
Illinois,52,2018-02-28
Indiana,64,2018-02-28
Iowa,53,2018-02-28
Kansas,78,2018-02-28
Kentucky,47,2018-02-28
Louisiana,78,2018-02-28
Maine,76,2018-02-28
Maryland,57,2018-02-28
Massachusetts,45,2018-02-28
Michigan,71,2018-02-28
Minnesota,60,2018-02-28
Mississippi,80,2018-02-28
Missouri,73,2018-02-28
Montana,66,2018-02-28
Nebraska,66,2018-02-28
Nevada,69,2018-02-28
New Hampshire,69,2018-02-28
New Jersey,47,2018-02-28
New Mexico,72,2018-02-28
New York,44,2018-02-28
North Carolina,81,2018-02-28
North Dakota,33,2018-02-28
Ohio,57,2018-02-28
Oklahoma,57,2018-02-28
Oregon,90,2018-02-28
Pennsylvania,53,2018-02-28
Rhode Island,50,2018-02-28
South Carolina,74,2018-02-28
South Dakota,62,2018-02-28
Tennessee,75,2018-02-28
Texas,63,2018-02-28
Utah,63,2018-02-28
Vermont,47,2018-02-28
Virginia,60,2018-02-28
Washington,66,2018-02-28
West Virginia,63,2018-02-28
Wisconsin,60,2018-02-28
Wyoming,54,2018-02-28
Alabama,82,2018-03-31
Alaska,46,2018-03-31
Arizona,88,2018-03-31
Arkansas,93,2018-03-31
California,70,2018-03-31
Colorado,78,2018-03-31
Connecticut,52,2018-03-31
Delaware,80,2018-03-31
District of Columbia,47,2018-03-31
Florida,91,2018-03-31
Georgia,81,2018-03-31
Hawaii,49,2018-03-31
Idaho,92,2018-03-31
Illinois,50,2018-03-31
Indiana,64,2018-03-31
Iowa,52,2018-03-31
Kansas,58,2018-03-31
Kentucky,74,2018-03-31
Louisiana,99,2018-03-31
Maine,73,2018-03-31
Maryland,62,2018-03-31
Massachusetts,49,2018-03-31
Michigan,75,2018-03-31
Minnesota,70,2018-03-31
Mississippi,88,2018-03-31
Missouri,64,2018-03-31
Montana,78,2018-03-31
Nebraska,42,2018-03-31
Nevada,84,2018-03-31
New Hampshire,47,2018-03-31
New Jersey,52,2018-03-31
New Mexico,89,2018-03-31
New York,48,2018-03-31
North Carolina,90,2018-03-31
North Dakota,62,2018-03-31
Ohio,55,2018-03-31
Oklahoma,100,2018-03-31
Oregon,94,2018-03-31
Pennsylvania,51,2018-03-31
Rhode Island,38,2018-03-31
South Carolina,100,2018-03-31
South Dakota,25,2018-03-31
Tennessee,83,2018-03-31
Texas,64,2018-03-31
Utah,64,2018-03-31
Vermont,56,2018-03-31
Virginia,66,2018-03-31
Washington,80,2018-03-31
West Virginia,60,2018-03-31
Wisconsin,53,2018-03-31
Wyoming,61,2018-03-31
Alabama,91,2018-04-30
Alaska,65,2018-04-30
Arizona,74,2018-04-30
Arkansas,86,2018-04-30
California,63,2018-04-30
Colorado,78,2018-04-30
Connecticut,52,2018-04-30
Delaware,71,2018-04-30
District of Columbia,32,2018-04-30
Florida,87,2018-04-30
Georgia,91,2018-04-30
Hawaii,37,2018-04-30
Idaho,99,2018-04-30
Illinois,53,2018-04-30
Indiana,54,2018-04-30
Iowa,52,2018-04-30
Kansas,67,2018-04-30
Kentucky,76,2018-04-30
Louisiana,94,2018-04-30
Maine,65,2018-04-30
Maryland,51,2018-04-30
Massachusetts,49,2018-04-30
Michigan,75,2018-04-30
Minnesota,69,2018-04-30
Mississippi,71,2018-04-30
Missouri,70,2018-04-30
Montana,57,2018-04-30
Nebraska,55,2018-04-30
Nevada,81,2018-04-30
New Hampshire,55,2018-04-30
New Jersey,44,2018-04-30
New Mexico,100,2018-04-30
New York,51,2018-04-30
North Carolina,84,2018-04-30
North Dakota,59,2018-04-30
Ohio,64,2018-04-30
Oklahoma,77,2018-04-30
Oregon,74,2018-04-30
Pennsylvania,56,2018-04-30
Rhode Island,46,2018-04-30
South Carolina,97,2018-04-30
South Dakota,51,2018-04-30
Tennessee,71,2018-04-30
Texas,66,2018-04-30
Utah,68,2018-04-30
Vermont,55,2018-04-30
Virginia,66,2018-04-30
Washington,76,2018-04-30
West Virginia,83,2018-04-30
Wisconsin,52,2018-04-30
Wyoming,42,2018-04-30
Alabama,82,2018-05-31
Alaska,76,2018-05-31
Arizona,89,2018-05-31
Arkansas,87,2018-05-31
California,62,2018-05-31
Colorado,59,2018-05-31
Connecticut,47,2018-05-31
Delaware,99,2018-05-31
District of Columbia,50,2018-05-31
Florida,77,2018-05-31
Georgia,81,2018-05-31
Hawaii,47,2018-05-31
Idaho,100,2018-05-31
Illinois,55,2018-05-31
Indiana,63,2018-05-31
Iowa,38,2018-05-31
Kansas,52,2018-05-31
Kentucky,63,2018-05-31
Louisiana,73,2018-05-31
Maine,61,2018-05-31
Maryland,54,2018-05-31
Massachusetts,50,2018-05-31
Michigan,75,2018-05-31
Minnesota,62,2018-05-31
Mississippi,68,2018-05-31
Missouri,69,2018-05-31
Montana,96,2018-05-31
Nebraska,58,2018-05-31
Nevada,64,2018-05-31
New Hampshire,56,2018-05-31
New Jersey,49,2018-05-31
New Mexico,97,2018-05-31
New York,40,2018-05-31
North Carolina,80,2018-05-31
North Dakota,39,2018-05-31
Ohio,65,2018-05-31
