region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
West,Pacific,Alaska,2,2019,February,88
West,Pacific,California,6,2019,February,6228
West,Pacific,Hawaii,15,2019,February,246
West,Pacific,Oregon,41,2019,February,1544
West,Pacific,Washington,53,2019,February,2284
North East,New England,Connecticut,9,2019,March,491
North East,New England,Maine,23,2019,March,618
North East,New England,Massachusetts,25,2019,March,1026
North East,New England,New Hampshire,33,2019,March,264
North East,New England,Rhode Island,44,2019,March,66
North East,New England,Vermont,50,2019,March,148
North East,mid atlantic,New Jersey,34,2019,March,2288
North East,mid atlantic,New York,36,2019,March,2699
North East,mid atlantic,Pennsylvania,42,2019,March,1855
Midwest,East North Central,Illinois,17,2019,March,1192
Midwest,East North Central,Indiana,18,2019,March,1642
Midwest,East North Central,Michigan,26,2019,March,2053
Midwest,East North Central,Ohio,39,2019,March,1873
Midwest,East North Central,Wisconsin,55,2019,March,1128
Midwest,West North Central,Iowa,19,2019,March,617
Midwest,West North Central,Kansas,20,2019,March,507
Midwest,West North Central,Minnesota,27,2019,March,2136
Midwest,West North Central,Missouri,29,2019,March,1787
Midwest,West North Central,Nebraska,31,2019,March,572
Midwest,West North Central,North Dakota,38,2019,March,86
Midwest,West North Central,South Dakota,46,2019,March,269
South,South Atlantic,Delaware,10,2019,March,508
South,South Atlantic,District of Columbia,11,2019,March,250
South,South Atlantic,Florida,12,2019,March,11661
South,South Atlantic,Georgia,13,2019,March,4690
South,South Atlantic,Maryland,24,2019,March,1788
South,South Atlantic,North Carolina,37,2019,March,5174
South,South Atlantic,South Carolina,45,2019,March,2734
South,South Atlantic,Virginia,51,2019,March,2496
South,South Atlantic,West Virginia,54,2019,March,327
South,East South Central,Alabama,1,2019,March,1283
South,East South Central,Kentucky,21,2019,March,811
South,East South Central,Mississippi,28,2019,March,585
South,East South Central,Tennessee,47,2019,March,3877
South,West South Central,Arkansas,5,2019,March,746
South,West South Central,Louisiana,22,2019,March,1496
South,West South Central,Oklahoma,40,2019,March,1279
South,West South Central,Texas,48,2019,March,15852
West,Mountain,Arizona,4,2019,March,3691
West,Mountain,Colorado,8,2019,March,3078
West,Mountain,Idaho,16,2019,March,1125
West,Mountain,Montana,30,2019,March,316
West,Mountain,Nevada,32,2019,March,1100
West,Mountain,New Mexico,35,2019,March,398
West,Mountain,Utah,49,2019,March,1751
West,Mountain,Wyoming,56,2019,March,138
West,Pacific,Alaska,2,2019,March,120
West,Pacific,California,6,2019,March,8345
West,Pacific,Hawaii,15,2019,March,247
West,Pacific,Oregon,41,2019,March,2252
West,Pacific,Washington,53,2019,March,4294
North East,New England,Connecticut,9,2019,April,721
North East,New England,Maine,23,2019,April,318
North East,New England,Massachusetts,25,2019,April,1021
North East,New England,New Hampshire,33,2019,April,280
North East,New England,Rhode Island,44,2019,April,86
North East,New England,Vermont,50,2019,April,179
North East,mid atlantic,New Jersey,34,2019,April,1900
North East,mid atlantic,New York,36,2019,April,3752
North East,mid atlantic,Pennsylvania,42,2019,April,1936
Midwest,East North Central,Illinois,17,2019,April,3378
Midwest,East North Central,Indiana,18,2019,April,2130
Midwest,East North Central,Michigan,26,2019,April,2035
Midwest,East North Central,Ohio,39,2019,April,2133
Midwest,East North Central,Wisconsin,55,2019,April,1967
Midwest,West North Central,Iowa,19,2019,April,1000
Midwest,West North Central,Kansas,20,2019,April,869
Midwest,West North Central,Minnesota,27,2019,April,2570
Midwest,West North Central,Missouri,29,2019,April,1107
Midwest,West North Central,Nebraska,31,2019,April,734
Midwest,West North Central,North Dakota,38,2019,April,281
Midwest,West North Central,South Dakota,46,2019,April,450
South,South Atlantic,Delaware,10,2019,April,413
South,South Atlantic,District of Columbia,11,2019,April,473
South,South Atlantic,Florida,12,2019,April,14518
South,South Atlantic,Georgia,13,2019,April,4440
South,South Atlantic,Maryland,24,2019,April,1805
South,South Atlantic,North Carolina,37,2019,April,5588
South,South Atlantic,South Carolina,45,2019,April,3114
South,South Atlantic,Virginia,51,2019,April,3186
South,South Atlantic,West Virginia,54,2019,April,227
South,East South Central,Alabama,1,2019,April,1500
South,East South Central,Kentucky,21,2019,April,1245
South,East South Central,Mississippi,28,2019,April,593
South,East South Central,Tennessee,47,2019,April,2948
South,West South Central,Arkansas,5,2019,April,758
South,West South Central,Louisiana,22,2019,April,1442
South,West South Central,Oklahoma,40,2019,April,904
South,West South Central,Texas,48,2019,April,15895
West,Mountain,Arizona,4,2019,April,4590
West,Mountain,Colorado,8,2019,April,3593
West,Mountain,Idaho,16,2019,April,1365
West,Mountain,Montana,30,2019,April,413
West,Mountain,Nevada,32,2019,April,1310
West,Mountain,New Mexico,35,2019,April,484
West,Mountain,Utah,49,2019,April,2608
West,Mountain,Wyoming,56,2019,April,207
West,Pacific,Alaska,2,2019,April,150
West,Pacific,California,6,2019,April,9045
West,Pacific,Hawaii,15,2019,April,153
West,Pacific,Oregon,41,2019,April,1820
West,Pacific,Washington,53,2019,April,5077
North East,New England,Connecticut,9,2019,May,341
North East,New England,Maine,23,2019,May,431
North East,New England,Massachusetts,25,2019,May,1069
North East,New England,New Hampshire,33,2019,May,251
North East,New England,Rhode Island,44,2019,May,107
North East,New England,Vermont,50,2019,May,113
North East,mid atlantic,New Jersey,34,2019,May,2411
North East,mid atlantic,New York,36,2019,May,2599
North East,mid atlantic,Pennsylvania,42,2019,May,1872
Midwest,East North Central,Illinois,17,2019,May,2094
Midwest,East North Central,Indiana,18,2019,May,1838
Midwest,East North Central,Michigan,26,2019,May,2387
Midwest,East North Central,Ohio,39,2019,May,1759
Midwest,East North Central,Wisconsin,55,2019,May,1642
Midwest,West North Central,Iowa,19,2019,May,1113
Midwest,West North Central,Kansas,20,2019,May,782
Midwest,West North Central,Minnesota,27,2019,May,3281
Midwest,West North Central,Missouri,29,2019,May,1431
Midwest,West North Central,Nebraska,31,2019,May,905
Midwest,West North Central,North Dakota,38,2019,May,314
Midwest,West North Central,South Dakota,46,2019,May,400
South,South Atlantic,Delaware,10,2019,May,586
South,South Atlantic,District of Columbia,11,2019,May,698
South,South Atlantic,Florida,12,2019,May,12393
South,South Atlantic,Georgia,13,2019,May,4346
South,South Atlantic,Maryland,24,2019,May,2244
South,South Atlantic,North Carolina,37,2019,May,7763
South,South Atlantic,South Carolina,45,2019,May,3617
South,South Atlantic,Virginia,51,2019,May,2761
South,South Atlantic,West Virginia,54,2019,May,509
South,East South Central,Alabama,1,2019,May,1296
South,East South Central,Kentucky,21,2019,May,1304
South,East South Central,Mississippi,28,2019,May,701
South,East South Central,Tennessee,47,2019,May,4487
South,West South Central,Arkansas,5,2019,May,945
South,West South Central,Louisiana,22,2019,May,1303
South,West South Central,Oklahoma,40,2019,May,980
South,West South Central,Texas,48,2019,May,19081
West,Mountain,Arizona,4,2019,May,4282
West,Mountain,Colorado,8,2019,May,3653
West,Mountain,Idaho,16,2019,May,1751
West,Mountain,Montana,30,2019,May,367
West,Mountain,Nevada,32,2019,May,1673
West,Mountain,New Mexico,35,2019,May,474
West,Mountain,Utah,49,2019,May,2799
West,Mountain,Wyoming,56,2019,May,240
West,Pacific,Alaska,2,2019,May,192
West,Pacific,California,6,2019,May,9883
West,Pacific,Hawaii,15,2019,May,866
West,Pacific,Oregon,41,2019,May,1658
West,Pacific,Washington,53,2019,May,4339
North East,New England,Connecticut,9,2019,June,336
North East,New England,Maine,23,2019,June,421
North East,New England,Massachusetts,25,2019,June,1378
North East,New England,New Hampshire,33,2019,June,329
North East,New England,Rhode Island,44,2019,June,102
North East,New England,Vermont,50,2019,June,118
North East,mid atlantic,New Jersey,34,2019,June,2715
North East,mid atlantic,New York,36,2019,June,3684
North East,mid atlantic,Pennsylvania,42,2019,June,2687
Midwest,East North Central,Illinois,17,2019,June,1284
Midwest,East North Central,Indiana,18,2019,June,2141
Midwest,East North Central,Michigan,26,2019,June,1832
Midwest,East North Central,Ohio,39,2019,June,1907
Midwest,East North Central,Wisconsin,55,2019,June,1514
Midwest,West North Central,Iowa,19,2019,June,1427
Midwest,West North Central,Kansas,20,2019,June,611
Midwest,West North Central,Minnesota,27,2019,June,2208
Midwest,West North Central,Missouri,29,2019,June,1131
Midwest,West North Central,Nebraska,31,2019,June,779
Midwest,West North Central,North Dakota,38,2019,June,219
Midwest,West North Central,South Dakota,46,2019,June,395
South,South Atlantic,Delaware,10,2019,June,636
South,South Atlantic,District of Columbia,11,2019,June,130
South,South Atlantic,Florida,12,2019,June,10983
South,South Atlantic,Georgia,13,2019,June,4056
South,South Atlantic,Maryland,24,2019,June,1741
South,South Atlantic,North Carolina,37,2019,June,6114
South,South Atlantic,South Carolina,45,2019,June,2774
South,South Atlantic,Virginia,51,2019,June,2918
South,South Atlantic,West Virginia,54,2019,June,283
South,East South Central,Alabama,1,2019,June,1395
South,East South Central,Kentucky,21,2019,June,953
South,East South Central,Mississippi,28,2019,June,568
South,East South Central,Tennessee,47,2019,June,3046
South,West South Central,Arkansas,5,2019,June,923
South,West South Central,Louisiana,22,2019,June,1258
South,West South Central,Oklahoma,40,2019,June,858
South,West South Central,Texas,48,2019,June,15176
West,Mountain,Arizona,4,2019,June,4359
West,Mountain,Colorado,8,2019,June,3902
West,Mountain,Idaho,16,2019,June,1222
West,Mountain,Montana,30,2019,June,364
West,Mountain,Nevada,32,2019,June,2230
West,Mountain,New Mexico,35,2019,June,418
West,Mountain,Utah,49,2019,June,2883
West,Mountain,Wyoming,56,2019,June,181
West,Pacific,Alaska,2,2019,June,139
West,Pacific,California,6,2019,June,9014
West,Pacific,Hawaii,15,2019,June,338
West,Pacific,Oregon,41,2019,June,1283
West,Pacific,Washington,53,2019,June,3647
North East,New England,Connecticut,9,2019,July,435
North East,New England,Maine,23,2019,July,466
North East,New England,Massachusetts,25,2019,July,1289
North East,New England,New Hampshire,33,2019,July,353
North East,New England,Rhode Island,44,2019,July,113
North East,New England,Vermont,50,2019,July,131
North East,mid atlantic,New Jersey,34,2019,July,2502
North East,mid atlantic,New York,36,2019,July,3694
North East,mid atlantic,Pennsylvania,42,2019,July,2146
Midwest,East North Central,Illinois,17,2019,July,2095
Midwest,East North Central,Indiana,18,2019,July,1861
Midwest,East North Central,Michigan,26,2019,July,1890
Midwest,East North Central,Ohio,39,2019,July,1839
Midwest,East North Central,Wisconsin,55,2019,July,1547
Midwest,West North Central,Iowa,19,2019,July,1042
Midwest,West North Central,Kansas,20,2019,July,622
Midwest,West North Central,Minnesota,27,2019,July,2383
Midwest,West North Central,Missouri,29,2019,July,1307
Midwest,West North Central,Nebraska,31,2019,July,416
Midwest,West North Central,North Dakota,38,2019,July,288
Midwest,West North Central,South Dakota,46,2019,July,414
South,South Atlantic,Delaware,10,2019,July,624
South,South Atlantic,District of Columbia,11,2019,July,997
South,South Atlantic,Florida,12,2019,July,13109
South,South Atlantic,Georgia,13,2019,July,4151
South,South Atlantic,Maryland,24,2019,July,1279
South,South Atlantic,North Carolina,37,2019,July,5746
South,South Atlantic,South Carolina,45,2019,July,3091
South,South Atlantic,Virginia,51,2019,July,3263
South,South Atlantic,West Virginia,54,2019,July,323
South,East South Central,Alabama,1,2019,July,1556
South,East South Central,Kentucky,21,2019,July,1320
South,East South Central,Mississippi,28,2019,July,679
South,East South Central,Tennessee,47,2019,July,3696
South,West South Central,Arkansas,5,2019,July,996
South,West South Central,Louisiana,22,2019,July,1454
South,West South Central,Oklahoma,40,2019,July,1107
South,West South Central,Texas,48,2019,July,17515
West,Mountain,Arizona,4,2019,July,3918
West,Mountain,Colorado,8,2019,July,3848
West,Mountain,Idaho,16,2019,July,1671
West,Mountain,Montana,30,2019,July,319
West,Mountain,Nevada,32,2019,July,1865
West,Mountain,New Mexico,35,2019,July,484
West,Mountain,Utah,49,2019,July,2207
West,Mountain,Wyoming,56,2019,July,173
West,Pacific,Alaska,2,2019,July,182
West,Pacific,California,6,2019,July,9924
West,Pacific,Hawaii,15,2019,July,270
West,Pacific,Oregon,41,2019,July,1749
West,Pacific,Washington,53,2019,July,4428
North East,New England,Connecticut,9,2019,August,376
North East,New England,Maine,23,2019,August,478
North East,New England,Massachusetts,25,2019,August,1179
North East,New England,New Hampshire,33,2019,August,710
North East,New England,Rhode Island,44,2019,August,84
North East,New England,Vermont,50,2019,August,183
North East,mid atlantic,New Jersey,34,2019,August,4085
North East,mid atlantic,New York,36,2019,August,3708
North East,mid atlantic,Pennsylvania,42,2019,August,2253
Midwest,East North Central,Illinois,17,2019,August,1529
Midwest,East North Central,Indiana,18,2019,August,2172
Midwest,East North Central,Michigan,26,2019,August,1644
Midwest,East North Central,Ohio,39,2019,August,2502
Midwest,East North Central,Wisconsin,55,2019,August,1635
Midwest,West North Central,Iowa,19,2019,August,1409
Midwest,West North Central,Kansas,20,2019,August,927
Midwest,West North Central,Minnesota,27,2019,August,3304
Midwest,West North Central,Missouri,29,2019,August,1710
Midwest,West North Central,Nebraska,31,2019,August,798
Midwest,West North Central,North Dakota,38,2019,August,335
Midwest,West North Central,South Dakota,46,2019,August,427
South,South Atlantic,Delaware,10,2019,August,512
South,South Atlantic,District of Columbia,11,2019,August,384
South,South Atlantic,Florida,12,2019,August,15187
South,South Atlantic,Georgia,13,2019,August,4342
South,South Atlantic,Maryland,24,2019,August,1289
South,South Atlantic,North Carolina,37,2019,August,6209
South,South Atlantic,South Carolina,45,2019,August,3187
South,South Atlantic,Virginia,51,2019,August,3703
South,South Atlantic,West Virginia,54,2019,August,315
